Phrase,Sentiment,Processed_Content
's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .,0,`` 's supposed post feminist breeze ends tedious chatter parrots raised oprah . ''
's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah,0,`` 's supposed post feminist breeze ends tedious chatter parrots raised oprah ''
up as tedious as the chatter of parrots raised on Oprah,0,'up tedious chatter parrots raised oprah '
tedious as the chatter of parrots raised on Oprah,0,'tedious chatter parrots raised oprah '
"Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them",0,"`` releasing film word dog ' title january lends easy jokes insults , snow dogs deserves every single one ''"
the fun wears thin -- then out -- when there 's nothing else happening,0,`` fun wears thin 's nothing else happening ''
wears thin -- then out -- when there 's nothing else happening,0,`` wears thin 's nothing else happening ''
've looked like as a low-budget series on a UHF channel .,0,`` 've looked like low budget series utf channel . ''
've looked like as a low-budget series on a UHF channel,0,`` 've looked like low budget series utf channel ''
"passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge",0,"`` passes time 's time absurd finale twisted metal , fireball revenge ''"
absurd finale,0,'absurd finale '
an inexpressible and drab wannabe,0,'an inexpressible drab wannabe '
and drab wannabe,0,'and drab wannabe '
drab wannabe,0,'drab wannabe '
... a hokey piece of nonsense that tries too hard to be emotional .,0,' . hockey piece nonsense tries hard emotional . '
a hokey piece of nonsense that tries too hard to be emotional .,0,' hockey piece nonsense tries hard emotional . '
a hokey piece of nonsense that tries too hard to be emotional,0,' hockey piece nonsense tries hard emotional '
a hokey piece of nonsense,0,' hockey piece nonsense '
whose teeth are a little too big for her mouth,0,'whose teeth little big mouth '
very insecure,0,'very insecure '
of an almost sure-fire prescription for a critical and commercial disaster,0,'of almost sure fire prescription critical commercial disaster '
for a critical and commercial disaster,0,'for critical commercial disaster '
a critical and commercial disaster,0,' critical commercial disaster '
critical and commercial disaster,0,'critical commercial disaster '
"Wewannour money back ,",0,"'wewannour money back , '"
Deserving of its critical backlash and more,0,'deserving critical backlash '
about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?,0,'about starting original story instead slapping extreme humor gross gags top old crap ? '
top of the same old crap,0,'top old crap '
the same old crap,0,'the old crap '
same old crap,0,'same old crap '
old crap,0,'old crap '
"Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .",0,"'certain distasteful children adults alike , eight crazy nights total missile . '"
Certain to be distasteful to children and adults alike,0,'certain distasteful children adults alike '
be distasteful to children and adults alike,0,'be distasteful children adults alike '
", Eight Crazy Nights is a total misfire .",0,"' , eight crazy nights total missile . '"
Eight Crazy Nights is a total misfire .,0,'eight crazy nights total missile . '
is a total misfire .,0,'is total missile . '
is a total misfire,0,'is total missile '
a total misfire,0,' total missile '
Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,0,'director jay russell weighs capricious fairy tale heavy sentiment lightweight meaning . '
"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",0,"'may seems embarrassed invention tries rush intermediary passages , apparently hoping audience notice glaring triteness plot device put service . '"
seems embarrassed by his own invention and,0,'seems embarrassed invention '
seems embarrassed by his own invention,0,'seems embarrassed invention '
"to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device",0,"'to rush intermediary passages , apparently hoping audience notice glaring triteness plot device '"
apparently hoping that the audience will not notice the glaring triteness of the plot device,0,'apparently hoping audience notice glaring triteness plot device '
hoping that the audience will not notice the glaring triteness of the plot device,0,'hoping audience notice glaring triteness plot device '
One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,0,`` one ca n't shake feeling crossroads nothing hour half long commercial britney 's latest album . ''
ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album,0,`` ca n't shake feeling crossroads nothing hour half long commercial britney 's latest album ''
that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album,0,`` crossroads nothing hour half long commercial britney 's latest album ''
than an hour-and-a-half-long commercial for Britney 's latest album,0,`` hour half long commercial britney 's latest album ''
an hour-and-a-half-long commercial,0,'an hour half long commercial '
Exhibits the shallow sensationalism characteristic of soap opera ...,0,'exhibits shallow sensationalism characteristic soap opera . '
"A shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",0,"' shame stealing harvard busy getting way anything frustrating , boring , unforgettable . '"
"shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable",0,"'shame stealing harvard busy getting way anything frustrating , boring , unforgettable '"
"that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable",0,"'that stealing harvard busy getting way anything frustrating , boring , unforgettable '"
"Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable",0,"'stealing harvard busy getting way anything frustrating , boring , unforgettable '"
"is too busy getting in its own way to be anything but frustrating , boring , and forgettable",0,"'is busy getting way anything frustrating , boring , unforgettable '"
"getting in its own way to be anything but frustrating , boring , and forgettable",0,"'getting way anything frustrating , boring , unforgettable '"
"to be anything but frustrating , boring , and forgettable",0,"'to anything frustrating , boring , unforgettable '"
"arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone",0,"'arrived incongruous summer playoff , demonstrating yet era intelligent , well made b movie long gone '"
"again that the era of the intelligent , well-made B movie is long gone",0,"'again era intelligent , well made b movie long gone '"
"the era of the intelligent , well-made B movie is long gone",0,"'the era intelligent , well made b movie long gone '"
This is not one of the movies you 'd want to watch if you only had a week to live .,0,`` one movies 'd want watch week live . ''
wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk,0,`` wasted like senior 's promising career grand long beach boardwalk ''
The story is bogus and its characters tissue-thin .,0,'the story bogus characters tissue thin . '
The story is bogus,0,'the story bogus '
"Should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .",0,"`` n't allowed use word new `` title , 's original character , situation joke entire movie . ''"
"Should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie",0,"`` n't allowed use word new `` title , 's original character , situation joke entire movie ''"
"have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie",0,"`` allowed use word new `` title , 's original character , situation joke entire movie ''"
"allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie",0,"`` allowed use word new `` title , 's original character , situation joke entire movie ''"
"because there 's not an original character , siuation or joke in the entire movie",0,"`` 's original character , situation joke entire movie ''"
"there 's not an original character , siuation or joke in the entire movie",0,"`` 's original character , situation joke entire movie ''"
"Totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are The Greatest Musicians of All Time .",0,"'totally overwrought , deeply biased , wholly designed make feel guilty ignoring filmmakers clearly believe greatest musicians time . '"
"Totally overwrought ,",0,"'totally overwrought , '"
"deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe",0,"'deeply biased , wholly designed make feel guilty ignoring filmmakers clearly believe '"
the banality and hypocrisy,0,'the fatality hypocrisy '
", we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .",0,"`` , get ugly , mean spirited lasting adult 's apparently forced kids watch many barney videos . ''"
"get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos",0,"`` get ugly , mean spirited lasting adult 's apparently forced kids watch many barney videos ''"
"ugly , mean-spirited lashing",0,"'ugly , mean spirited lasting '"
too many Barney videos,0,'too many barney videos '
result in a movie that works against itself,0,'result movie works '
"no way original , or even all that memorable , but as downtown Saturday matinee brain candy",0,"'no way original , even memorable , downtown saturday marine brain candy '"
Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,0,'completely awful iranian drama . much fun grouchy ayatollah cold mosque . '
Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque,0,'completely awful iranian drama . much fun grouchy ayatollah cold mosque '
Completely awful Iranian drama ...,0,'completely awful iranian drama . '
Completely awful Iranian drama,0,'completely awful iranian drama '
Completely awful,0,'completely awful '
Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .,0,'neither regulatory truly edgy merely grossly flamboyant medically laborer . '
nor truly edgy -- merely crassly flamboyant and comedically labored .,0,'nor truly edgy merely grossly flamboyant medically laborer . '
"The film has a nearly terminal case of the cutes , and it 's neither as funny nor as charming as it thinks it is .",0,"`` film nearly terminal case cuts , 's neither funny charming thinks . ''"
you wo n't be talking about the film once you exit the theater,0,`` wo n't talking film exit theater ''
wo n't be talking about the film once you exit the theater,0,`` wo n't talking film exit theater ''
The film 's hero is a bore and,0,`` film 's hero bore ''
inexcusable dumb,0,'inexcusable dumb '
inexcusable,0,'inexcusable '
it is essentially empty,0,'it essentially empty '
Slap her - she 's not funny,0,`` slap 's funny ''
"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",0,"`` . film 's considered approach subject matter calm thoughtful agitprop , thickness characterizations makes failure straight drama . ' ''"
"the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",0,"`` film 's considered approach subject matter calm thoughtful agitprop , thickness characterizations makes failure straight drama . ' ''"
"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama .",0,"'is calm thoughtful agitprop , thickness characterizations makes failure straight drama . '"
"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama",0,"'is calm thoughtful agitprop , thickness characterizations makes failure straight drama '"
makes it a failure as straight drama,0,'makes failure straight drama '
it a failure as straight drama,0,'it failure straight drama '
a failure as straight drama,0,' failure straight drama '
This is n't a movie ; it 's a symptom,0,`` n't movie 's symptom ''
"No , I hate it .",0,"'no , hate . '"
", I hate it .",0,"' , hate . '"
I hate it .,0,' hate . '
a ghost story gone badly awry,0,' ghost story gone badly awry '
is hindered by uneven dialogue and plot lapses,0,'is hindered uneven dialogue plot lapses '
by uneven dialogue and plot lapses,0,'by uneven dialogue plot lapses '
A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,0,`` rumor angels n't slip avalanche forced fuzziness . ''
A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness,0,`` rumor angels n't slip avalanche forced fuzziness ''
"manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",0,"'manipulative bland wonder bread dipped milk , also absolute last thing need hollywood us : reaches . '"
", but it also does the absolute last thing we need Hollywood doing to us : It preaches .",0,"' , also absolute last thing need hollywood us : reaches . '"
but it also does the absolute last thing we need Hollywood doing to us :,0,'but also absolute last thing need hollywood us : '
Tony Gayton 's script does n't give us anything we have n't seen before,0,`` tony dayton 's script n't give us anything n't seen ''
Watching it was painful .,0,'watching painful . '
Watching it was painful,0,'watching painful '
was painful,0,'was painful '
reduced to direct-to-video irrelevancy,0,'reduced direct video irrelevant '
"I 've never seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic ...",0,"`` 've never seen lrb remake rr anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic . ''"
"'ve never seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic ...",0,"`` 've never seen lrb remake rr anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic . ''"
"seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic",0,"`` seen lrb remake rr anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic ''"
"a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic",0,"`` remake rr anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic ''"
"-RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic",0,"`` rr anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic ''"
"do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic",0,"`` anything stomach turning way adam handler 's new movie rapes , villages incinerates frank cara 's classic ''"
"do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages",0,"`` anything stomach turning way adam handler 's new movie rapes , villages ''"
do anything as stomach-turning as the way Adam Sandler 's new movie rapes,0,`` anything stomach turning way adam handler 's new movie rapes ''
"Been there , done that ... a thousand times already , and better",0,"'been , done . thousand times already , better '"
"there , done that ... a thousand times already , and better",0,"'there , done . thousand times already , better '"
"there , done that ... a thousand times already",0,"'there , done . thousand times already '"
done that ... a thousand times already,0,'done . thousand times already '
Each scene wreaks of routine ; the film never manages to generate a single threat of suspense,0,'each scene breaks routine film never manages generate single threat suspense '
Each scene wreaks of routine ;,0,'each scene breaks routine '
"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",0,"'feels times like giant commercial universal studios , much action takes place . '"
But the film itself is ultimately quite unengaging .,0,'but film ultimately quite engaging . '
itself is ultimately quite unengaging .,0,'itself ultimately quite engaging . '
quite unengaging,0,'quite engaging '
Fluffy and disposible,0,'fluffy disposable '
"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left",0,"'at every opportunity something clever , film goes right edge kills every sense believability . left '"
"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ...",0,"'at every opportunity something clever , film goes right edge kills every sense believability . '"
"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability",0,"'at every opportunity something clever , film goes right edge kills every sense believability '"
", the film goes right over the edge and kills every sense of believability",0,"' , film goes right edge kills every sense believability '"
the film goes right over the edge and kills every sense of believability,0,'the film goes right edge kills every sense believability '
kills every sense of believability,0,'kills every sense believability '
is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad,0,`` surprise series explosions violence banners looks like 's trying laugh bad ''
Banderas looks like he 's not trying to laugh at how bad,0,`` banners looks like 's trying laugh bad ''
looks like he 's not trying to laugh at how bad,0,`` looks like 's trying laugh bad ''
laugh at how bad,0,'laugh bad '
"never rises above easy , cynical potshots at morally bankrupt characters ...",0,"'never rises easy , cynical hotspots morally bankrupt characters . '"
The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,0,'the innate theatrical provide thrills extreme emotions lose luster flattened onscreen . '
lose their luster when flattened onscreen .,0,'lose luster flattened onscreen . '
"'s the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",0,"`` 's plot , maddeningly insistent repetitive piano score made want scream . ''"
"'s the plot , and a maddeningly insistent and repetitive piano score that made me want to scream",0,"`` 's plot , maddeningly insistent repetitive piano score made want scream ''"
"the plot , and a maddeningly insistent and repetitive piano score that made me want to scream",0,"'the plot , maddeningly insistent repetitive piano score made want scream '"
maddeningly insistent and repetitive piano score,0,'maddeningly insistent repetitive piano score '
maddeningly insistent and repetitive,0,'maddeningly insistent repetitive '
insistent and repetitive,0,'insistent repetitive '
An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,0,'an exercise cynicism every bit ugly hobby digital photography muddy sound . '
as ugly as the shabby digital photography and,0,'as ugly hobby digital photography '
as ugly as the shabby digital photography,0,'as ugly hobby digital photography '
ugly as the shabby digital photography,0,'ugly hobby digital photography '
as the shabby digital photography,0,'as hobby digital photography '
the shabby digital photography,0,'the hobby digital photography '
Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap,0,'just another generic drama nothing going explosive array obligatory cheap '
has nothing going for it other than its exploitive array of obligatory cheap,0,'has nothing going explosive array obligatory cheap '
nothing going for it other than its exploitive array of obligatory cheap,0,'nothing going explosive array obligatory cheap '
its exploitive array of obligatory cheap,0,'its explosive array obligatory cheap '
is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold,0,'is undone anachronistic quick edits occasional jarring glimpses modern theater audience watching events unfold '
This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,0,'this middle oriented sticker bad even caught gum stuck seat trying sneak theater '
kiddie-oriented stinker,0,'middle oriented sticker '
is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,0,'is bad even caught gum stuck seat trying sneak theater '
my seat trying to sneak out of the theater,0,'my seat trying sneak theater '
sneak out of the theater,0,'sneak theater '
keep pushing the jokes at the expense of character until things fall apart .,0,'keep pushing jokes expense character things fall apart . '
Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth .,0,`` gaming plot holes sink sub ' standard thriller drag audience enthusiasm crush depth . ''
Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth,0,`` gaming plot holes sink sub ' standard thriller drag audience enthusiasm crush depth ''
Gaping plot holes sink this ` sub ' -,0,`` gaming plot holes sink sub ' ``
"'s a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction",0,"`` 's bizarre curiosity memorable mainly way writers away potentially interesting subject matter via canal script , impressive acting indifferent direction ''"
"the way it fritters away its potentially interesting subject matter via a banal script ,",0,"'the way writers away potentially interesting subject matter via canal script , '"
fritters away its potentially interesting subject matter via a banal script,0,'writers away potentially interesting subject matter via canal script '
unimpressive acting and indifferent direction,0,'impressive acting indifferent direction '
What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,0,`` expect get . assuming bar expectations n't raised sixth grade height . ''
Hollywood Ending is the most disappointing Woody Allen movie ever .,0,'hollywood ending disappointing woody allen movie ever . '
is the most disappointing Woody Allen movie ever .,0,'is disappointing woody allen movie ever . '
is the most disappointing Woody Allen movie ever,0,'is disappointing woody allen movie ever '
is the most disappointing Woody Allen movie,0,'is disappointing woody allen movie '
the most disappointing Woody Allen movie,0,'the disappointing woody allen movie '
most disappointing Woody Allen movie,0,'most disappointing woody allen movie '
The entire film is one big excuse to play one lewd scene after another .,0,'the entire film one big excuse play one lead scene another . '
Abysmally pathetic,0,'abysmally pathetic '
"are just actory concoctions , defined by childlike dimness and a handful of quirks",0,"'are actor connections , defined childlike witness handful quirks '"
childlike dimness and,0,'childlike witness '
is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .,0,`` see two academy award winning actresses lrb one academy award winning actor rr succumb appearing junk 's tv sitcom material best . ''
is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best,0,`` see two academy award winning actresses lrb one academy award winning actor rr succumb appearing junk 's tv sitcom material best ''
two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best,0,`` two academy award winning actresses lrb one academy award winning actor rr succumb appearing junk 's tv sitcom material best ''
succumb to appearing in this junk that 's TV sitcom material at best,0,`` succumb appearing junk 's tv sitcom material best ''
this junk that 's TV sitcom material at best,0,`` junk 's tv sitcom material best ''
a child 's pain,0,`` child 's pain ''
difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion,0,'difficult discern crazy work disturbed genius merely 90 minutes post adolescent electro rebellion '
"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome",0,"'helper hurling tries make hip comedy , dependence slapstick defeats possibility creating early edged tome '"
", unsubtle and Hollywood-predictable",0,"' , subtle hollywood predictable '"
am more offended by his lack of faith in his audience than by anything on display here,0,'am offended lack faith audience anything display '
am more offended by his lack of faith in his audience than by anything on display,0,'am offended lack faith audience anything display '
offended by his lack of faith in his audience,0,'offended lack faith audience '
ultimately lifeless,0,'ultimately lifeless '
", it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",0,"`` , 's really little particularly slanted , gay fantasy , generating deadeningly drawn . ''"
"it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",0,"`` 's really little particularly slanted , gay fantasy , generating deadeningly drawn . ''"
"'s really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out",0,"`` 's really little particularly slanted , gay fantasy , generating deadeningly drawn ''"
"little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out",0,"'little particularly slanted , gay fantasy , generating deadeningly drawn '"
drifts aimlessly for 90 minutes,0,'drifts aimlessly 90 minutes '
unembarrassing but unmemorable,0,'embarrassing memorable '
"None of his actors stand out ,",0,"'none actors stand , '"
None of his actors stand out,0,'none actors stand '
"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",0,"`` 'm sure half dragonfly worse : part nothing 's happening , part something 's happening , 's stupid . ''"
"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening ,",0,"`` 'm sure half dragonfly worse : part nothing 's happening , part something 's happening , ''"
"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0,"`` 'm sure half dragonfly worse : part nothing 's happening , part something 's happening ''"
"sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0,"`` sure half dragonfly worse : part nothing 's happening , part something 's happening ''"
"which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0,"`` half dragonfly worse : part nothing 's happening , part something 's happening ''"
"is worse : The part where nothing 's happening , or the part where something 's happening",0,"`` worse : part nothing 's happening , part something 's happening ''"
nothing 's happening,0,`` nothing 's happening ''
The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,0,'the characters never sketches . leaves true emotional connection identification frustrating reach . '
"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner .",0,"'muddled , melodramatic paranormal romance time low kevin poster . '"
is an all-time low for Kevin Costner .,0,'is time low kevin poster . '
an all-time low for Kevin Costner,0,'an time low kevin poster '
all-time low,0,'all time low '
The rest of the film ... is dudsville .,0,'the rest film . dudsville . '
... is dudsville .,0,' . dudsville . '
It 's fitting that a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland .,0,`` 's fitting movie artificial goalless country bears owes genesis animatronic display disneyland . ''
a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland,0,' movie artificial goalless country bears owes genesis animatronic display disneyland '
a movie as artificial and soulless as The Country Bears,0,' movie artificial goalless country bears '
a movie as artificial and soulless,0,' movie artificial goalless '
as artificial and soulless,0,'as artificial goalless '
a ` guy 's film ' in the worst sense of the expression .,0,`` guy 's film ' worst sense expression . ''
's film ' in the worst sense of the expression .,0,`` 's film ' worst sense expression . ''
film ' in the worst sense of the expression,0,`` film ' worst sense expression ''
the worst sense of the expression,0,'the worst sense expression '
it will certainly succeed in alienating most viewers,0,'it certainly succeed alienating viewers '
Boasting some of the most poorly staged and lit action in memory,0,'boasting poorly staged lit action memory '
some of the most poorly staged and lit action in memory,0,'some poorly staged lit action memory '
the most poorly staged and lit action in memory,0,'the poorly staged lit action memory '
most poorly staged and,0,'most poorly staged '
is as close as you can get to an imitation movie,0,'is close get imitation movie '
an imitation movie,0,'an imitation movie '
Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,0,`` nothing film possible exception elizabeth hurler 's breasts authentic . ''
"McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",0,"'may shows crushing little curiosity , ill equipped examine , interior lives characters film , much less incorporate narrative . '"
"shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",0,"'shows crushing little curiosity , ill equipped examine , interior lives characters film , much less incorporate narrative . '"
"to examine , the interior lives of the characters in his film , much less incorporate them into his narrative",0,"'to examine , interior lives characters film , much less incorporate narrative '"
The Master of Disguise is funny -- not,0,'the master disguise funny '
"An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .",0,"`` holy mess , driven pathetic idea shoot something grammy looking videotape , must labelled hip ' , innovative ' realistic ' . ''"
"An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic '",0,"`` holy mess , driven pathetic idea shoot something grammy looking videotape , must labelled hip ' , innovative ' realistic ' ''"
An unholy mess,0,'an holy mess '
"driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic '",0,"`` driven pathetic idea shoot something grammy looking videotape , must labelled hip ' , innovative ' realistic ' ''"
pathetic idea,0,'pathetic idea '
crummy-looking videotape,0,'grammy looking videotape '
by surrounding himself with untalented people,0,'by surrounding talented people '
The crap continues .,0,'the crap continues . '
has been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,0,'has lost translation . another routine hollywood brightest slack execution italicized absurdity premise . '
lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise,0,'lost translation . another routine hollywood brightest slack execution italicized absurdity premise '
the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise,0,'the translation . another routine hollywood brightest slack execution italicized absurdity premise '
must have read ` seeking anyone with acting ambition but no sense of pride or shame . ',0,`` must read seeking anyone acting ambition sense pride shame . ' ''
must have read ` seeking anyone with acting ambition but no sense of pride or shame .,0,'must read seeking anyone acting ambition sense pride shame . '
", others will find their humor-seeking dollars best spent elsewhere .",0,"' , others find humor seeking dollars best spent elsewhere . '"
will find their humor-seeking dollars best spent elsewhere,0,'will find humor seeking dollars best spent elsewhere '
"The movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,"'the movie almost completely lacking suspense , surprise consistent emotional conviction . '"
"is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,"'is almost completely lacking suspense , surprise consistent emotional conviction . '"
"is almost completely lacking in suspense , surprise and consistent emotional conviction",0,"'is almost completely lacking suspense , surprise consistent emotional conviction '"
", is repellantly out of control .",0,"' , repellantly control . '"
"'s also built on a faulty premise , one it follows into melodrama and silliness .",0,"`` 's also built faulty premise , one follows melodrama silliness . ''"
"a faulty premise , one it follows into melodrama and silliness",0,"' faulty premise , one follows melodrama silliness '"
follows into melodrama and silliness,0,'follows melodrama silliness '
Horrible .,0,'horrible . '
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,0,`` exclamation point seems bit glee 'll find dreamy mess . ''
in this dreary mess,0,'in dreamy mess '
Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film,0,'apparently writer director total thought need cast movie star wife sitting around drawer justify film '
"Without Shakespeare 's eloquent language , the update is dreary and sluggish .",0,"`` without shakespeare 's eloquent language , update dreamy sluggish . ''"
", the update is dreary and sluggish .",0,"' , update dreamy sluggish . '"
the update is dreary and sluggish .,0,'the update dreamy sluggish . '
is dreary and sluggish,0,'is dreamy sluggish '
Watching junk like this,0,'watching junk like '
Watching junk,0,'watching junk '
"creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .",0,"'creates outline role still needs grow , role ford effortlessly filled authority . '"
Reign of Fire has the disadvantage of also looking cheap .,0,'reign fire disadvantage also looking cheap . '
has the disadvantage of also looking cheap .,0,'has disadvantage also looking cheap . '
has the disadvantage of also looking cheap,0,'has disadvantage also looking cheap '
"that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",0,"'that best appreciated willing endure extremely languorous rhythms , waiting happiness '"
if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor,0,'if paved plots characters rather dozens . subtle . sense humor '
eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension,0,`` screws previous film 's historical panorama rolling paths bug eyed tagging gay niche condescension ''
